😀	jidħaq ħafna, wiċċ, wiċċ jidħak ħafna
☝🏼	id, indiċi, indiċi li jipponta ’l fuq, indiċi li jipponta ’l fuq: ton medju-ċar tal-ġilda, ipponta, suba’, ton medju-ċar tal-ġilda, ’l fuq
☝🏽	id, indiċi, indiċi li jipponta ’l fuq, indiċi li jipponta ’l fuq: ton medju tal-ġilda, ipponta, suba’, ton medju tal-ġilda, ’l fuq
☝🏾	id, indiċi, indiċi li jipponta ’l fuq, indiċi li jipponta ’l fuq: ton medju-skur tal-ġilda, ipponta, suba’, ton medju-skur tal-ġilda, ’l fuq
☝🏿	id, indiċi, indiċi li jipponta ’l fuq, indiċi li jipponta ’l fuq: ton skur tal-ġilda, ipponta, suba’, ton skur tal-ġilda, ’l fuq
👍️	+1, behem, behem ’il fuq, id, ’il fuq
👍🏻	+1, behem, behem ’il fuq, behem ’il fuq: ton ċar tal-ġilda, id, ton ċar tal-ġilda, ’il fuq
👍🏼	+1, behem, behem ’il fuq, behem ’il fuq: ton medju-ċar tal-ġilda, id, ton medju-ċar tal-ġilda, ’il fuq
👍🏽	+1, behem, behem ’il fuq, behem ’il fuq: ton medju tal-ġilda, id, ton medju tal-ġilda, ’il fuq
👍🏾	+1, behem, behem ’il fuq, behem ’il fuq: ton medju-skur tal-ġilda, id, ton medju-skur tal-ġilda, ’il fuq
👍🏿	+1, behem, behem ’il fuq, behem ’il fuq: ton skur tal-ġilda, id, ton skur tal-ġilda, ’il fuq
👎️	-1, behem, behem ’l isfel, id, ’l isfel
👎🏻	-1, behem, behem ’l isfel, behem ’l isfel: ton ċar tal-ġilda, id, ton ċar tal-ġilda, ’l isfel
👎🏼	-1, behem, behem ’l isfel, behem ’l isfel: ton medju-ċar tal-ġilda, id, ton medju-ċar tal-ġilda, ’l isfel
👎🏽	-1, behem, behem ’l isfel, behem ’l isfel: ton medju tal-ġilda, id, ton medju tal-ġilda, ’l isfel
👎🏾	-1, behem, behem ’l isfel, behem ’l isfel: ton medju-skur tal-ġilda, id, ton medju-skur tal-ġilda, ’l isfel
👎🏿	-1, behem, behem ’l isfel, behem ’l isfel: ton skur tal-ġilda, id, ton skur tal-ġilda, ’l isfel
✊	daqqa ta’ ponn, id, ponn, ponn mgħolli, ħafen
✊🏻	daqqa ta’ ponn, id, ponn, ponn mgħolli, ponn mgħolli: ton ċar tal-ġilda, ton ċar tal-ġilda, ħafen
✊🏼	daqqa ta’ ponn, id, ponn, ponn mgħolli, ponn mgħolli: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, ħafen
✊🏽	daqqa ta’ ponn, id, ponn, ponn mgħolli, ponn mgħolli: ton medju tal-ġilda, ton medju tal-ġilda, ħafen
✊🏾	daqqa ta’ ponn, id, ponn, ponn mgħolli, ponn mgħolli: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, ħafen
✊🏿	daqqa ta’ ponn, id, ponn, ponn mgħolli, ponn mgħolli: ton skur tal-ġilda, ton skur tal-ġilda, ħafen
👊	daqqa ta’ ponn, id, ponn, ponn dieħel, ħafen
👊🏻	daqqa ta’ ponn, id, ponn, ponn dieħel, ponn dieħel: ton ċar tal-ġilda, ton ċar tal-ġilda, ħafen
👊🏼	daqqa ta’ ponn, id, ponn, ponn dieħel, ponn dieħel: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, ħafen
👊🏽	daqqa ta’ ponn, id, ponn, ponn dieħel, ponn dieħel: ton medju tal-ġilda, ton medju tal-ġilda, ħafen
👊🏾	daqqa ta’ ponn, id, ponn, ponn dieħel, ponn dieħel: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, ħafen
👊🏿	daqqa ta’ ponn, id, ponn, ponn dieħel, ponn dieħel: ton skur tal-ġilda, ton skur tal-ġilda, ħafen
🤛	l-ewwel, lejn ix-xellug, ponn iħares lejn ix-xellug
🤛🏻	l-ewwel, lejn ix-xellug, ponn iħares lejn ix-xellug, ponn iħares lejn ix-xellug: ton ċar tal-ġilda, ton ċar tal-ġilda
🤛🏼	l-ewwel, lejn ix-xellug, ponn iħares lejn ix-xellug, ponn iħares lejn ix-xellug: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda
🤛🏽	l-ewwel, lejn ix-xellug, ponn iħares lejn ix-xellug, ponn iħares lejn ix-xellug: ton medju tal-ġilda, ton medju tal-ġilda
🤛🏾	l-ewwel, lejn ix-xellug, ponn iħares lejn ix-xellug, ponn iħares lejn ix-xellug: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda
🤛🏿	l-ewwel, lejn ix-xellug, ponn iħares lejn ix-xellug, ponn iħares lejn ix-xellug: ton skur tal-ġilda, ton skur tal-ġilda
🤜	l-ewwel, lejn il-lemin, ponn iħares lemin
🤜🏻	l-ewwel, lejn il-lemin, ponn iħares lemin, ponn iħares lemin: ton ċar tal-ġilda, ton ċar tal-ġilda
🤜🏼	l-ewwel, lejn il-lemin, ponn iħares lemin, ponn iħares lemin: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda
🤜🏽	l-ewwel, lejn il-lemin, ponn iħares lemin, ponn iħares lemin: ton medju tal-ġilda, ton medju tal-ġilda
🤜🏾	l-ewwel, lejn il-lemin, ponn iħares lemin, ponn iħares lemin: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda
🤜🏿	l-ewwel, lejn il-lemin, ponn iħares lemin, ponn iħares lemin: ton skur tal-ġilda, ton skur tal-ġilda
👏	id, idejn iċapċpu, ċapċap
👏🏻	id, idejn iċapċpu, idejn iċapċpu: ton ċar tal-ġilda, ton ċar tal-ġilda, ċapċap
👏🏼	id, idejn iċapċpu, idejn iċapċpu: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, ċapċap
👏🏽	id, idejn iċapċpu, idejn iċapċpu: ton medju tal-ġilda, ton medju tal-ġilda, ċapċap
👏🏾	id, idejn iċapċpu, idejn iċapċpu: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, ċapċap
👏🏿	id, idejn iċapċpu, idejn iċapċpu: ton skur tal-ġilda, ton skur tal-ġilda, ċapċap
🙌	bl-idejn, hooray, idejn mgħollija, mgħollija, ċelebrazzjoni, ġesti
🙌🏻	bl-idejn, hooray, idejn mgħollija, idejn mgħollija: ton ċar tal-ġilda, mgħollija, ton ċar tal-ġilda, ċelebrazzjoni, ġesti
🙌🏼	bl-idejn, hooray, idejn mgħollija, idejn mgħollija: ton medju-ċar tal-ġilda, mgħollija, ton medju-ċar tal-ġilda, ċelebrazzjoni, ġesti
🙌🏽	bl-idejn, hooray, idejn mgħollija, idejn mgħollija: ton medju tal-ġilda, mgħollija, ton medju tal-ġilda, ċelebrazzjoni, ġesti
🙌🏾	bl-idejn, hooray, idejn mgħollija, idejn mgħollija: ton medju-skur tal-ġilda, mgħollija, ton medju-skur tal-ġilda, ċelebrazzjoni, ġesti
🙌🏿	bl-idejn, hooray, idejn mgħollija, idejn mgħollija: ton skur tal-ġilda, mgħollija, ton skur tal-ġilda, ċelebrazzjoni, ġesti
👐	id, idejn miftuħa, miftuħa
👐🏻	id, idejn miftuħa, idejn miftuħa: ton ċar tal-ġilda, miftuħa, ton ċar tal-ġilda
👐🏼	id, idejn miftuħa, idejn miftuħa: ton medju-ċar tal-ġilda, miftuħa, ton medju-ċar tal-ġilda
👐🏽	id, idejn miftuħa, idejn miftuħa: ton medju tal-ġilda, miftuħa, ton medju tal-ġilda
👐🏾	id, idejn miftuħa, idejn miftuħa: ton medju-skur tal-ġilda, miftuħa, ton medju-skur tal-ġilda
👐🏿	id, idejn miftuħa, idejn miftuħa: ton skur tal-ġilda, miftuħa, ton skur tal-ġilda
🤲	pali tal-idejn flimkien, talb
🤲🏻	pali tal-idejn flimkien, pali tal-idejn flimkien: ton ċar tal-ġilda, talb, ton ċar tal-ġilda
🤲🏼	pali tal-idejn flimkien, pali tal-idejn flimkien: ton medju-ċar tal-ġilda, talb, ton medju-ċar tal-ġilda
🤲🏽	pali tal-idejn flimkien, pali tal-idejn flimkien: ton medju tal-ġilda, talb, ton medju tal-ġilda
🤲🏾	pali tal-idejn flimkien, pali tal-idejn flimkien: ton medju-skur tal-ġilda, talb, ton medju-skur tal-ġilda
🤲🏿	pali tal-idejn flimkien, pali tal-idejn flimkien: ton skur tal-ġilda, talb, ton skur tal-ġilda
🤝	b’idejn, ftehim, handshake, laqgħa, ħu, ħu bl-idejn
🤝🏻	b’idejn, ftehim, handshake, laqgħa, ton ċar tal-ġilda, ħu, ħu bl-idejn, ħu bl-idejn: ton ċar tal-ġilda
🤝🏼	b’idejn, ftehim, handshake, laqgħa, ton medju-ċar tal-ġilda, ħu, ħu bl-idejn, ħu bl-idejn: ton medju-ċar tal-ġilda
🤝🏽	b’idejn, ftehim, handshake, laqgħa, ton medju tal-ġilda, ħu, ħu bl-idejn, ħu bl-idejn: ton medju tal-ġilda
🤝🏾	b’idejn, ftehim, handshake, laqgħa, ton medju-skur tal-ġilda, ħu, ħu bl-idejn, ħu bl-idejn: ton medju-skur tal-ġilda
🤝🏿	b’idejn, ftehim, handshake, laqgħa, ton skur tal-ġilda, ħu, ħu bl-idejn, ħu bl-idejn: ton skur tal-ġilda
🙏	Staqsi, bl-idejn, grazzi, idejn magħluqa, inkina, jekk jogħġbok, jitolbu, magħluqa, ġesti
🙏🏻	Staqsi, bl-idejn, grazzi, idejn magħluqa, idejn magħluqa: ton ċar tal-ġilda, inkina, jekk jogħġbok, jitolbu, magħluqa, ton ċar tal-ġilda, ġesti
🙏🏼	Staqsi, bl-idejn, grazzi, idejn magħluqa, idejn magħluqa: ton medju-ċar tal-ġilda, inkina, jekk jogħġbok, jitolbu, magħluqa, ton medju-ċar tal-ġilda, ġesti
🙏🏽	Staqsi, bl-idejn, grazzi, idejn magħluqa, idejn magħluqa: ton medju tal-ġilda, inkina, jekk jogħġbok, jitolbu, magħluqa, ton medju tal-ġilda, ġesti
🙏🏾	Staqsi, bl-idejn, grazzi, idejn magħluqa, idejn magħluqa: ton medju-skur tal-ġilda, inkina, jekk jogħġbok, jitolbu, magħluqa, ton medju-skur tal-ġilda, ġesti
🙏🏿	Staqsi, bl-idejn, grazzi, idejn magħluqa, idejn magħluqa: ton skur tal-ġilda, inkina, jekk jogħġbok, jitolbu, magħluqa, ton skur tal-ġilda, ġesti
✍️	id, id li tikteb biha, tikteb
✍🏻	id, id li tikteb biha, id li tikteb biha: ton ċar tal-ġilda, tikteb, ton ċar tal-ġilda
✍🏼	id, id li tikteb biha, id li tikteb biha: ton medju-ċar tal-ġilda, tikteb, ton medju-ċar tal-ġilda
✍🏽	id, id li tikteb biha, id li tikteb biha: ton medju tal-ġilda, tikteb, ton medju tal-ġilda
✍🏾	id, id li tikteb biha, id li tikteb biha: ton medju-skur tal-ġilda, tikteb, ton medju-skur tal-ġilda
✍🏿	id, id li tikteb biha, id li tikteb biha: ton skur tal-ġilda, tikteb, ton skur tal-ġilda
💅	dwiefer, kosmetiċi, kura, manicure, nail polish, polish
💅🏻	dwiefer, kosmetiċi, kura, manicure, nail polish, nail polish: ton ċar tal-ġilda, polish, ton ċar tal-ġilda
💅🏼	dwiefer, kosmetiċi, kura, manicure, nail polish, nail polish: ton medju-ċar tal-ġilda, polish, ton medju-ċar tal-ġilda
💅🏽	dwiefer, kosmetiċi, kura, manicure, nail polish, nail polish: ton medju tal-ġilda, polish, ton medju tal-ġilda
💅🏾	dwiefer, kosmetiċi, kura, manicure, nail polish, nail polish: ton medju-skur tal-ġilda, polish, ton medju-skur tal-ġilda
💅🏿	dwiefer, kosmetiċi, kura, manicure, nail polish, nail polish: ton skur tal-ġilda, polish, ton skur tal-ġilda
🤳	kamera, stessu, telefown
🤳🏻	kamera, stessu, stessu: ton ċar tal-ġilda, telefown, ton ċar tal-ġilda
🤳🏼	kamera, stessu, stessu: ton medju-ċar tal-ġilda, telefown, ton medju-ċar tal-ġilda
🤳🏽	kamera, stessu, stessu: ton medju tal-ġilda, telefown, ton medju tal-ġilda
🤳🏾	kamera, stessu, stessu: ton medju-skur tal-ġilda, telefown, ton medju-skur tal-ġilda
🤳🏿	kamera, stessu, stessu: ton skur tal-ġilda, telefown, ton skur tal-ġilda
💪	biceps, biceps bil-muskoli, flex, komiku, muskoli
💪🏻	biceps, biceps bil-muskoli, biceps bil-muskoli: ton ċar tal-ġilda, flex, komiku, muskoli, ton ċar tal-ġilda
💪🏼	biceps, biceps bil-muskoli, biceps bil-muskoli: ton medju-ċar tal-ġilda, flex, komiku, muskoli, ton medju-ċar tal-ġilda
💪🏽	biceps, biceps bil-muskoli, biceps bil-muskoli: ton medju tal-ġilda, flex, komiku, muskoli, ton medju tal-ġilda
💪🏾	biceps, biceps bil-muskoli, biceps bil-muskoli: ton medju-skur tal-ġilda, flex, komiku, muskoli, ton medju-skur tal-ġilda
💪🏿	biceps, biceps bil-muskoli, biceps bil-muskoli: ton skur tal-ġilda, flex, komiku, muskoli, ton skur tal-ġilda
👂️	widna, ġisem
👂🏻	ton ċar tal-ġilda, widna, widna: ton ċar tal-ġilda, ġisem
👂🏼	ton medju-ċar tal-ġilda, widna, widna: ton medju-ċar tal-ġilda, ġisem
👂🏽	ton medju tal-ġilda, widna, widna: ton medju tal-ġilda, ġisem
👂🏾	ton medju-skur tal-ġilda, widna, widna: ton medju-skur tal-ġilda, ġisem
👂🏿	ton skur tal-ġilda, widna, widna: ton skur tal-ġilda, ġisem
👃	imnieħer, ġisem
👃🏻	imnieħer, imnieħer: ton ċar tal-ġilda, ton ċar tal-ġilda, ġisem
👃🏼	imnieħer, imnieħer: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, ġisem
👃🏽	imnieħer, imnieħer: ton medju tal-ġilda, ton medju tal-ġilda, ġisem
👃🏾	imnieħer, imnieħer: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, ġisem
👃🏿	imnieħer, imnieħer: ton skur tal-ġilda, ton skur tal-ġilda, ġisem
🧠	intelliġenti, moħħ
👀	għajn, għajnejn, wiċċ
👁️	għajn
👅	ilsien
👄	xufftejn, ħalq
👶	tarbija
👶🏻	tarbija, tarbija: ton ċar tal-ġilda, ton ċar tal-ġilda
👶🏼	tarbija, tarbija: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda
👶🏽	tarbija, tarbija: ton medju tal-ġilda, ton medju tal-ġilda
👶🏾	tarbija, tarbija: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda
👶🏿	tarbija, tarbija: ton skur tal-ġilda, ton skur tal-ġilda
🧒	newtrali fil-ġeneru, tfal, żgħażagħ
🧒🏻	newtrali fil-ġeneru, tfal, tfal: ton ċar tal-ġilda, ton ċar tal-ġilda, żgħażagħ
🧒🏼	newtrali fil-ġeneru, tfal, tfal: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, żgħażagħ
🧒🏽	newtrali fil-ġeneru, tfal, tfal: ton medju tal-ġilda, ton medju tal-ġilda, żgħażagħ
🧒🏾	newtrali fil-ġeneru, tfal, tfal: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, żgħażagħ
🧒🏿	newtrali fil-ġeneru, tfal, tfal: ton skur tal-ġilda, ton skur tal-ġilda, żgħażagħ
👦	tifel, żagħżugħ
👦🏻	tifel, tifel: ton ċar tal-ġilda, ton ċar tal-ġilda, żagħżugħ
👦🏼	tifel, tifel: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, żagħżugħ
👦🏽	tifel, tifel: ton medju tal-ġilda, ton medju tal-ġilda, żagħżugħ
👦🏾	tifel, tifel: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, żagħżugħ
👦🏿	tifel, tifel: ton skur tal-ġilda, ton skur tal-ġilda, żagħżugħ
👧	Virgo, tifla, żgħażagħ, żodjaku
👧🏻	Virgo, tifla, tifla: ton ċar tal-ġilda, ton ċar tal-ġilda, żgħażagħ, żodjaku
👧🏼	Virgo, tifla, tifla: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, żgħażagħ, żodjaku
👧🏽	Virgo, tifla, tifla: ton medju tal-ġilda, ton medju tal-ġilda, żgħażagħ, żodjaku
👧🏾	Virgo, tifla, tifla: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, żgħażagħ, żodjaku
👧🏿	Virgo, tifla, tifla: ton skur tal-ġilda, ton skur tal-ġilda, żgħażagħ, żodjaku
🧑	adult, newtrali fil-ġeneru
🧑🏻	adult, adult: ton ċar tal-ġilda, newtrali fil-ġeneru, ton ċar tal-ġilda
🧑🏼	adult, adult: ton medju-ċar tal-ġilda, newtrali fil-ġeneru, ton medju-ċar tal-ġilda
🧑🏽	adult, adult: ton medju tal-ġilda, newtrali fil-ġeneru, ton medju tal-ġilda
🧑🏾	adult, adult: ton medju-skur tal-ġilda, newtrali fil-ġeneru, ton medju-skur tal-ġilda
🧑🏿	adult, adult: ton skur tal-ġilda, newtrali fil-ġeneru, ton skur tal-ġilda
👱	persuna b’xagħar isfar, xagħara isfar
👱🏻	persuna b’xagħar isfar, persuna b’xagħar isfar: ton ċar tal-ġilda, ton ċar tal-ġilda, xagħara isfar
👱🏼	persuna b’xagħar isfar, persuna b’xagħar isfar: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, xagħara isfar
👱🏽	persuna b’xagħar isfar, persuna b’xagħar isfar: ton medju tal-ġilda, ton medju tal-ġilda, xagħara isfar
👱🏾	persuna b’xagħar isfar, persuna b’xagħar isfar: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, xagħara isfar
👱🏿	persuna b’xagħar isfar, persuna b’xagħar isfar: ton skur tal-ġilda, ton skur tal-ġilda, xagħara isfar
🧑🏻‍❤‍💋‍🧑🏼	adult, bewsa, bewsa: adult, adult, ton ċar tal-ġilda, u ton medju-ċar tal-ġilda, koppja, ton medju-ċar tal-ġilda, ton ċar tal-ġilda
🧑🏻‍❤‍💋‍🧑🏽	adult, bewsa, bewsa: adult, adult, ton ċar tal-ġilda, u ton medju tal-ġilda, koppja, ton medju tal-ġilda, ton ċar tal-ġilda
🧑🏻‍❤‍💋‍🧑🏾	adult, bewsa, bewsa: adult, adult, ton ċar tal-ġilda, u ton medju-skur tal-ġilda, koppja, ton medju-skur tal-ġilda, ton ċar tal-ġilda
🧑🏻‍❤‍💋‍🧑🏿	adult, bewsa, bewsa: adult, adult, ton ċar tal-ġilda, u ton skur tal-ġilda, koppja, ton skur tal-ġilda, ton ċar tal-ġilda
🧑🏼‍❤‍💋‍🧑🏻	adult, bewsa, bewsa: adult, adult, ton medju-ċar tal-ġilda, u ton ċar tal-ġilda, koppja, ton medju-ċar tal-ġilda, ton ċar tal-ġilda
🧑🏼‍❤‍💋‍🧑🏽	adult, bewsa, bewsa: adult, adult, ton medju-ċar tal-ġilda, u ton medju tal-ġilda, koppja, ton medju tal-ġilda, ton medju-ċar tal-ġilda
🧑🏼‍❤‍💋‍🧑🏾	adult, bewsa, bewsa: adult, adult, ton medju-ċar tal-ġilda, u ton medju-skur tal-ġilda, koppja, ton medju-skur tal-ġilda, ton medju-ċar tal-ġilda
🧑🏼‍❤‍💋‍🧑🏿	adult, bewsa, bewsa: adult, adult, ton medju-ċar tal-ġilda, u ton skur tal-ġilda, koppja, ton medju-ċar tal-ġilda, ton skur tal-ġilda
🧑🏽‍❤‍💋‍🧑🏻	adult, bewsa, bewsa: adult, adult, ton medju tal-ġilda, u ton ċar tal-ġilda, koppja, ton medju tal-ġilda, ton ċar tal-ġilda
🧑🏽‍❤‍💋‍🧑🏼	adult, bewsa, bewsa: adult, adult, ton medju tal-ġilda, u ton medju-ċar tal-ġilda, koppja, ton medju tal-ġilda, ton medju-ċar tal-ġilda
🧑🏽‍❤‍💋‍🧑🏾	adult, bewsa, bewsa: adult, adult, ton medju tal-ġilda, u ton medju-skur tal-ġilda, koppja, ton medju tal-ġilda, ton medju-skur tal-ġilda
🧑🏽‍❤‍💋‍🧑🏿	adult, bewsa, bewsa: adult, adult, ton medju tal-ġilda, u ton skur tal-ġilda, koppja, ton medju tal-ġilda, ton skur tal-ġilda
🧑🏾‍❤‍💋‍🧑🏻	adult, bewsa, bewsa: adult, adult, ton medju-skur tal-ġilda, u ton ċar tal-ġilda, koppja, ton medju-skur tal-ġilda, ton ċar tal-ġilda
🧑🏾‍❤‍💋‍🧑🏼	adult, bewsa, bewsa: adult, adult, ton medju-skur tal-ġilda, u ton medju-ċar tal-ġilda, koppja, ton medju-skur tal-ġilda, ton medju-ċar tal-ġilda
🧑🏾‍❤‍💋‍🧑🏽	adult, bewsa, bewsa: adult, adult, ton medju-skur tal-ġilda, u ton medju tal-ġilda, koppja, ton medju tal-ġilda, ton medju-skur tal-ġilda
🧑🏾‍❤‍💋‍🧑🏿	adult, bewsa, bewsa: adult, adult, ton medju-skur tal-ġilda, u ton skur tal-ġilda, koppja, ton medju-skur tal-ġilda, ton skur tal-ġilda
🧑🏿‍❤‍💋‍🧑🏻	adult, bewsa, bewsa: adult, adult, ton skur tal-ġilda, u ton ċar tal-ġilda, koppja, ton skur tal-ġilda, ton ċar tal-ġilda
🧑🏿‍❤‍💋‍🧑🏼	adult, bewsa, bewsa: adult, adult, ton skur tal-ġilda, u ton medju-ċar tal-ġilda, koppja, ton medju-ċar tal-ġilda, ton skur tal-ġilda
🧑🏿‍❤‍💋‍🧑🏽	adult, bewsa, bewsa: adult, adult, ton skur tal-ġilda, u ton medju tal-ġilda, koppja, ton medju tal-ġilda, ton skur tal-ġilda
🧑🏿‍❤‍💋‍🧑🏾	adult, bewsa, bewsa: adult, adult, ton skur tal-ġilda, u ton medju-skur tal-ġilda, koppja, ton medju-skur tal-ġilda, ton skur tal-ġilda
🧑🏻‍❤‍🧑🏼	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton ċar tal-ġilda, u ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, ton ċar tal-ġilda
🧑🏻‍❤‍🧑🏽	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton ċar tal-ġilda, u ton medju tal-ġilda, ton medju tal-ġilda, ton ċar tal-ġilda
🧑🏻‍❤‍🧑🏾	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton ċar tal-ġilda, u ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, ton ċar tal-ġilda
🧑🏻‍❤‍🧑🏿	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton ċar tal-ġilda, u ton skur tal-ġilda, ton skur tal-ġilda, ton ċar tal-ġilda
🧑🏼‍❤‍🧑🏻	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton medju-ċar tal-ġilda, u ton ċar tal-ġilda, ton medju-ċar tal-ġilda, ton ċar tal-ġilda
🧑🏼‍❤‍🧑🏽	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton medju-ċar tal-ġilda, u ton medju tal-ġilda, ton medju tal-ġilda, ton medju-ċar tal-ġilda
🧑🏼‍❤‍🧑🏾	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton medju-ċar tal-ġilda, u ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, ton medju-ċar tal-ġilda
🧑🏼‍❤‍🧑🏿	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton medju-ċar tal-ġilda, u ton skur tal-ġilda, ton medju-ċar tal-ġilda, ton skur tal-ġilda
🧑🏽‍❤‍🧑🏻	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton medju tal-ġilda, u ton ċar tal-ġilda, ton medju tal-ġilda, ton ċar tal-ġilda
🧑🏽‍❤‍🧑🏼	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton medju tal-ġilda, u ton medju-ċar tal-ġilda, ton medju tal-ġilda, ton medju-ċar tal-ġilda
🧑🏽‍❤‍🧑🏾	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton medju tal-ġilda, u ton medju-skur tal-ġilda, ton medju tal-ġilda, ton medju-skur tal-ġilda
🧑🏽‍❤‍🧑🏿	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton medju tal-ġilda, u ton skur tal-ġilda, ton medju tal-ġilda, ton skur tal-ġilda
🧑🏾‍❤‍🧑🏻	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton medju-skur tal-ġilda, u ton ċar tal-ġilda, ton medju-skur tal-ġilda, ton ċar tal-ġilda
🧑🏾‍❤‍🧑🏼	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton medju-skur tal-ġilda, u ton medju-ċar tal-ġilda, ton medju-skur tal-ġilda, ton medju-ċar tal-ġilda
🧑🏾‍❤‍🧑🏽	adult, imħabba, koppja, koppja b’qalb, koppja b’qalb: adult, adult, ton medju-skur tal-ġilda, u ton medju tal-ġilda, ton medju tal-ġilda, ton medju-skur tal-ġilda
